,Planet Name,Planet Letter,Host Star Name,Orbital Period,Orbital Eccentricity,Orbital Inclination,Planet Radius (Earth Radii),Planet Density,Equilibrium Temperature,Insolation Flux,Transit Depth,Transit Duration,Star Mass,Effective Temperature,Star Luminosity,Star Radius,Star Age,Metallicity,Distance,Parallax,Proper Motion,Planet Reference Name,Discovery Method,Discovery Year,Discovery Publication Date,Number of Photometric Measurements,Number of RV Measurements,Number of Spectroscopic Measurements,Number of Duplicated Measurements,Right Ascension,Declination,Galactic Longitude,Galactic Latitude,Planet Radius Error (Lower),Planet Radius Error (Upper),Planet Radius Limit,Star Mass Error (Lower),Star Mass Error (Upper),Star Mass Limit,Star Radius Error (Lower),Star Radius Error (Upper),Star Radius Limit,Star Age Error (Lower),Star Age Error (Upper),Star Age Limit,Distance Error (Lower),Distance Error (Upper),Parallax Error (Lower),Parallax Error (Upper),Semi-Major Axis (AU)
2124,HATS-44 b,b,HATS-44,2.7439004,0.279,84.65,11.96,0.56,1161.0,306.417042669444,1.38523979584906,1.6512,0.86,5080.0,-0.398,0.85,9.7,0.32,446.035,2.2131,2.1746878,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..112B/abstract target=ref>Brahm et al. 2018</a>,Transit,2018,2018-03,0,0,0,0,84.3267559,-27.9725758,232.00021,-27.62676,1.401,-0.796,0.0,0.02,-0.02,0.0,0.04,-0.04,0.0,2.4,-4.0,0.0,3.241,-3.196,0.0160576,-0.0160576,0.03649
2125,Kepler-1941 b,b,Kepler-1941,31.33510017,0.0,88.6,2.65,2.22,666.0,46.53,0.02649,6.071,1.18,6404.0,0.436112215046474,1.14,,-0.06,1494.39,0.640606,5.5619451,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,Transit,2021,2022-02,0,0,0,0,296.6270184,49.353891,82.62976,12.00586,,,0.0,0.16,-0.16,0.0,0.33,-0.14,0.0,,,0.0,47.23,-44.47,0.0203648,-0.0203648,0.2054
2126,Kepler-1712 b,b,Kepler-1712,13.81499958,0.0,88.06,2.284,2.69,391.0,5.52,0.10751,2.3244,0.52,3732.0,-1.17916497235592,0.51,13.8,0.02,156.264,6.37055,20.0934847,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,Transit,2021,2022-02,0,0,0,0,284.998698,50.1466922,80.2389,19.19378,,,0.0,0.04,-0.04,0.0,0.03,-0.05,0.0,3.4,-3.4,0.0,0.473,-0.473,0.0192283,-0.0192283,0.0903
2127,HD 95735 c,c,GJ 411,2946.0,0.132,,3.76,1.41,,,,,0.39,3719.0,-1.70996538863748,0.37,8.047,-0.362,5.675773,392.4,4802.1546206,<a refstr=HURT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..218H/abstract target=ref>Hurt et al. 2022</a>,Radial Velocity,2021,2021-07,1,0,11,0,165.834471,35.972317,185.11257,65.43126,,,0.0,0.01,-0.01,0.0,0.01,-0.01,0.0,3.958,-4.523,0.0,0.0059099,-0.0059099,0.91,-0.91,2.94
2128,Kepler-1001 b,b,Kepler-1001,14.30511983,0.0,85.25,3.15,1.78,693.0,40.853,0.08634,4.449,0.9,5491.0,-0.278562279923066,0.88,4.68,-0.03,928.978,1.04803,2.8438942,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,286.2739151,48.6186972,79.03209,17.88434,0.34,-0.48,0.0,0.04,-0.04,0.0,0.09,-0.06,0.0,5.87,-2.93,0.0,23.995,-22.837,0.0269172,-0.0269172,0.1129
2129,TOI-2136 b,b,TOI-2136,7.851928,0.0,89.4,2.19,3.34,395.0,4.0,0.387395914916701,1.66,0.34,3342.0,-1.886,0.34,4.6,0.03,33.3631,29.9445,180.5499186,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1417G/abstract target=ref>Gan et al. 2022</a>,Transit,2022,2022-04,0,0,0,0,281.1763433,36.5631318,65.83323,17.01545,0.17,-0.17,0.0,0.02,-0.02,0.0,0.02,-0.02,0.0,1.0,-1.0,0.0,0.06425,-0.06425,0.0572815,-0.0572815,0.057
2130,Kepler-490 b,b,Kepler-490,3.26869515,0.0,89.53,11.65,,1597.0,1059.522,1.00914,3.45315,1.08,6045.0,0.364967268252772,1.12,3.47,-0.02,1523.0,0.628408,8.7220766,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,295.025662,46.9559536,79.95208,11.84256,3.29,-1.38,0.0,0.1,-0.07,0.0,0.32,-0.13,0.0,1.8,-1.71,0.0,64.625,-64.625,0.027621,-0.027621,0.0453
2131,TOI-1442 b,b,TOI-1442,0.4090677,,,1.17,5.87,1072.0,207.024243613572,0.128122946645435,0.616572589630407,0.29,3330.0,-1.97722120013696,0.31,,,41.1659,24.263,470.0322408,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,Transit,2022,2022-02,0,0,0,0,287.2921006,74.1742762,105.49873,24.83091,0.06,-0.06,0.0,0.02,-0.02,0.0,0.01,-0.01,0.0,,,,0.0618,-0.0615,0.0361149,-0.0361149,0.0071
2132,Kepler-1744 b,b,Kepler-1744,37.10110092,0.0,89.52,3.768,1.4,532.0,18.95,0.13575,5.5556,0.89,5986.0,-0.0977689191022122,0.85,,-0.5,1091.63,0.887717,3.4564091,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,Transit,2021,2022-02,0,0,0,0,291.0206823,42.4624633,74.54269,12.39401,,,0.0,0.1,-0.1,0.0,0.23,-0.09,0.0,,,0.0,29.97,-29.97,0.0249473,-0.0249473,0.2093
2133,Kepler-125 b,b,Kepler-125,4.164389,0.0,87.73,2.37,2.56,590.0,33.184,0.25291,1.798,0.542101,3810.0,-1.32790214206428,0.51,13.5,-0.14,183.365,5.4249,10.6308736,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,298.2581101,47.6050031,81.59299,10.21915,0.1,-0.1,0.0,0.0202982,-0.0202982,0.0,0.02,-0.02,0.0,3.5,-3.5,0.0,0.989,-0.979,0.0290525,-0.0290525,0.041
2134,8 UMi b,b,8 UMi,93.4,0.06,,13.6,0.91,,,,,1.44,4847.0,1.72517769155176,10.3,1.7,-0.03,162.552,6.12304,13.2836055,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Radial Velocity,2015,2015-12,1,0,0,0,224.201685,74.9009379,112.79492,39.66099,,,0.0,0.19,-0.19,0.0,0.57,-0.57,0.0,0.2,-0.2,0.0,0.651,-0.646,0.0243553,-0.0243553,0.49
2135,Kepler-1704 b,b,Kepler-1704,988.88112,0.92,89.0,11.949,4.07,253.8,0.34,0.506,6.007,1.13,5746.0,0.452,1.7,7.4,0.196,835.455,1.16809,8.382028,<a refstr=DALBA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..154D/abstract target=ref>Dalba et al. 2021</a>,Transit,2013,2021-10,0,0,0,0,291.2012559,51.1442437,82.73316,15.90743,0.493,-0.471,0.0,0.04,-0.05,0.0,0.06,-0.06,0.0,1.5,-1.0,0.0,9.323,-9.122,0.0131131,-0.0131131,2.027
2136,Kepler-22 b,b,Kepler-22,289.863876,0.72,89.764,2.1,5.2,279.0,1.01,0.05019,7.415,0.86,5596.0,-0.190236450464065,0.87,7.0,-0.255,194.642,5.10883,77.618339,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,Transit,2011,2012-02,0,0,0,0,289.2172051,47.8841427,79.09152,15.79232,0.12,-0.12,0.0,0.05,-0.04,0.0,0.01,-0.01,0.0,4.0,-4.2,0.0,0.927,-0.918,0.024164,-0.024164,0.812
2137,Kepler-1468 c,c,Kepler-1468,3.54553021,0.0,88.75,1.15,5.78,1448.0,1479.567,0.01192,4.17,1.04,5893.0,0.531180428635161,1.05,3.55,0.03,1899.24,0.498369,13.9056353,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,293.5198289,41.2773671,74.30564,10.20012,0.25,-0.13,0.0,0.08,-0.07,0.0,0.18,-0.11,0.0,2.63,-1.86,0.0,89.82,-89.82,0.0246783,-0.0246783,0.0466
2138,TOI-622 b,b,TOI-622,6.402513,0.42,86.62,9.236,0.507,1388.0,602.0,0.381495089452595,3.907,1.31,6400.0,0.474,1.42,0.9,0.09,123.297,8.08171,18.1777454,<a refstr=PSARIDI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..39P/abstract target=ref>Psaridi et al. 2023</a>,Transit,2023,2023-07,0,0,0,0,125.3050544,-46.4842959,263.18581,-5.54922,0.314,-0.325,0.0,0.08,-0.08,0.0,0.05,-0.05,0.0,0.2,-0.2,0.0,0.471,-0.467,0.0306011,-0.0306011,0.0708
2139,Kepler-1878 b,b,Kepler-1878,4.44587994,0.0,86.18,2.92,1.96,1063.0,302.6,0.04414,2.3816,0.96,5918.0,0.186889124746963,0.86,,-0.26,1494.3,0.641277,7.7120727,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,Transit,2021,2022-02,0,0,0,0,300.7324154,44.1070231,79.4231,6.96348,,,0.0,0.12,-0.12,0.0,0.26,-0.09,0.0,,,0.0,57.8,-53.71,0.0247449,-0.0247449,0.0521
2140,Kepler-1951 b,b,Kepler-1951,20.65780067,0.0,89.39,2.321,2.64,728.0,66.27,0.00982,8.232,0.92,5468.0,0.501123374146997,1.31,,0.14,1277.32,0.754179,6.7797504,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,Transit,2021,2022-02,0,0,0,0,290.4999139,40.2877161,72.36456,11.80543,,,0.0,0.07,-0.04,0.0,0.23,-0.31,0.0,,,0.0,27.41,-26.3,0.0163301,-0.0163301,0.1435
2141,Gliese 12 b,b,Gliese 12,12.761408,0.5,89.194,0.958,17.7,314.6,1.62,0.121524958010682,1.2,0.24,3296.0,-2.138,0.26,7.0,-0.32,12.21,81.8711,700.2704562,<a refstr=KUZUHARA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...967L..21K/abstract target=ref>Kuzuhara et al. 2024</a>,Transit,2024,2024-06,0,0,0,0,3.9579137,13.5576175,109.835,-48.40659,0.046,-0.048,0.0,0.01,-0.01,0.0,0.01,-0.01,0.0,2.8,-2.2,0.0,0.01305,-0.01305,0.0866381,-0.0866381,0.0668
2142,Kepler-1936 b,b,Kepler-1936,126.5569992,0.0,88.63,3.166,1.77,524.0,17.85,0.03576,7.923,1.42,6501.0,0.456270963862107,1.85,,0.1,871.096,1.11918,1.2193342,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,Transit,2021,2022-02,0,0,0,0,290.7300141,44.836128,76.65408,13.59658,,,0.0,0.21,-0.26,0.0,0.58,-0.58,0.0,,,0.0,11.41,-11.124,0.014735,-0.014735,0.5548
2143,Kepler-236 b,b,Kepler-236,8.295611,0.0,87.95,1.57,4.39,469.0,15.632,0.08243,1.328,0.596005,3750.0,-1.22914798835786,0.51,3.16,-0.05,288.763,3.4344,23.5161136,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,283.8664285,39.8981928,69.88341,16.28889,0.12,-0.12,0.0,0.0204148,-0.0204148,0.0,0.02,-0.02,0.0,4.62,-1.55,0.0,2.265,-2.265,0.0269563,-0.0269563,0.065
2144,TOI-5126 b,b,TOI-5126,5.4588385,0.0,88.79,4.74,1.04,1442.0,467.0,0.123,3.726,1.24,6150.0,0.299,1.24,0.8,0.18,160.414,6.20581,55.6142027,<a refstr=FAIRNINGTON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.2953F/abstract target=ref>Fairnington et al. 2023</a>,Transit,2023,2023-10,0,0,0,0,151.6597827,18.6340631,216.66589,51.28228,0.16,-0.14,0.0,0.05,-0.05,0.0,0.03,-0.03,0.0,2.8,-0.7,0.0,1.614,-1.582,0.0616282,-0.0616282,0.06519
2145,Kepler-1656 b,b,Kepler-1656,31.562,0.838,89.31,4.52,2.13,651.0,24.94,0.21254,2.12435,1.03,5569.0,0.0208264082028569,1.1,6.31,0.19,185.875,5.35115,20.6153452,<a refstr=ANGELO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..227A/abstract target=ref>Angelo et al. 2022</a>,Transit,2018,2018-10,0,0,0,0,284.4722473,39.911889,70.07924,15.86374,0.68,-0.36,0.0,0.04,-0.04,0.0,0.13,-0.13,0.0,2.1,-2.9,0.0,0.835,-0.827,0.0238717,-0.0238717,0.1974
2146,Kepler-345 b,b,Kepler-345,7.415563,0.0,89.05,0.74,5.2,622.0,35.37,0.01669,1.971,0.61,4504.0,-0.495339108984362,0.62,2.75,0.190529,260.0,2.75895298939616,11.6195825,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,295.2288521,45.9710432,79.12551,11.26477,0.06,-0.06,0.0,0.014,-0.014,0.0,0.03,-0.03,0.0,2.34,-1.1,0.0,6.396,-7.21,0.130290031801378,-0.130290031801378,0.066
2147,GJ 3473 c,c,GJ 3473,15.509,0.0,,2.63,2.24,329.1,1.95,,,0.36,3347.0,-1.824,0.36,,0.11,27.3644,36.515,554.7223327,<a refstr=KEMMER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.236K/abstract target=ref>Kemmer et al. 2020</a>,Radial Velocity,2020,2020-10,0,0,0,0,120.5936065,3.3371629,218.15071,17.28798,,,0.0,0.02,-0.02,0.0,0.01,-0.01,0.0,,,,0.0376,-0.0376,0.0498293,-0.0498293,0.0876
2148,TOI-500 b,b,TOI-500,0.548177,0.063,82.09,1.166,4.89,1617.0,1138.0,0.02487,0.998,0.74,4440.0,-0.700022488412802,0.68,5.0,0.12,47.3924,21.0715,199.5756794,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,Transit,2022,2022-02,0,0,0,0,106.559098,-47.5878156,258.09657,-17.33308,0.061,-0.058,0.0,0.02,-0.02,0.0,0.02,-0.02,0.0,0.2,-0.2,0.0,0.0473,-0.0473,0.0209061,-0.0209061,0.01189
2149,TOI-1107 b,b,TOI-1107,4.0782387,0.025,88.63,14.572,1.89,1728.0,532.0,0.604669596867984,4.84756161695952,1.35,6311.0,0.671,1.81,2.6,-0.1,281.314,3.52605,9.5162534,<a refstr=PSARIDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220510854P/abstract target=ref>Psaridi et al. 2022</a>,Transit,2022,2022-05,0,0,0,0,155.6078632,-82.2188693,297.90095,-20.84697,0.56,-0.56,0.0,0.08,-0.08,0.0,0.06,-0.06,0.0,0.2,-0.2,0.0,2.031,-2.003,0.0252945,-0.0252945,0.0561
2150,TOI-500 c,c,TOI-500,6.6356,0.072,,2.09,3.03,,,,,0.74,4440.0,-0.700022488412802,0.68,5.0,0.12,47.3924,21.0715,199.5756794,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,Radial Velocity,2022,2022-04,0,0,0,0,106.559098,-47.5878156,258.09657,-17.33308,,,0.0,0.02,-0.02,0.0,0.02,-0.02,0.0,0.2,-0.2,0.0,0.0473,-0.0473,0.0209061,-0.0209061,
2151,HD 28109 d,d,HD 28109,84.25999,0.0864,89.682,3.25,0.909,506.5,17.3744666021381,0.0489,10.13,1.26,6120.0,0.45578679017537,1.45,1.1,0.0,139.611,7.13389,24.36023,<a refstr=DRANSFIELD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1364D/abstract target=ref>Dransfield et al. 2022</a>,Transit,2022,2022-05,0,0,0,0,65.2383065,-68.1026875,280.67988,-38.73361,0.11,-0.11,0.0,0.08,-0.08,0.0,0.04,-0.04,0.0,0.1,-0.1,0.0,0.429,-0.427,0.0217844,-0.0217844,0.411
2152,Kepler-60 c,c,Kepler-60,8.9187,0.039,87.32,1.9,3.06,1023.0,236.0,0.01806,4.146,1.04,5905.0,0.369064384717115,1.26,5.0,-0.09,1025.1,0.946821,7.9110585,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,Transit,2012,2013-01,0,0,0,0,288.9612535,42.2650472,73.69945,13.68998,0.15,-0.15,0.0,0.08,-0.08,0.0,0.09,-0.09,0.0,1.2,-1.2,0.0,19.97,-19.22,0.018502,-0.018502,0.0835
2153,Kepler-52 d,d,Kepler-52,36.445171,0.0,89.98,1.95,3.31,332.0,2.945,0.11556,4.153,0.577,4263.0,-0.995678626217357,0.56,3.55,0.0,321.542,3.08128,4.2074117,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,286.7380152,49.9757383,80.47826,18.08721,0.21,-0.21,0.0,0.014,-0.014,0.0,0.02,-0.02,0.0,4.6,-1.95,0.0,2.42,-2.383,0.0230525,-0.0230525,0.182
2154,Kepler-54 c,c,Kepler-54,12.0717249,0.0,89.96,1.23,2.376368496,395.0,3.07,0.07592,4.9738,0.51,3705.0,-1.30102999566398,0.5,13.8,-0.27,271.701,3.65228,18.4991328,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,Transit,2012,2013-01,0,0,0,0,294.7739245,43.0561976,76.34485,10.1981,,,0.0,,,0.0,,,0.0,3.6,-3.6,0.0,2.9175,-2.9175,0.0392143,-0.0392143,0.0809
2155,Kepler-102 e,e,Kepler-102,16.1456994,0.089,89.488,2.17,2.5,590.0,20.3,0.09892,3.7236,0.8,4909.0,-0.584357685867856,0.72,1.1,0.11,107.796,9.24784,59.6152716,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,Transit,2013,2014-03,0,0,0,0,281.4824731,47.2078263,76.48359,20.43475,0.11,-0.11,0.0,0.02,-0.02,0.0,0.02,-0.02,0.0,3.6,-0.5,0.0,0.22,-0.219,0.018766,-0.018766,0.1162
2156,Kepler-97 b,b,Kepler-97,2.58664,0.0,87.61,1.48,5.44,1328.0,767.964,0.02242,2.253,0.94,5779.0,-0.0250514692791595,0.98,8.42,-0.2,400.907,2.46563,24.8251571,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,Transit,2014,2014-02,0,0,0,0,287.3265292,48.6733443,79.35114,17.25653,0.13,-0.13,0.0,0.06,-0.06,0.0,0.09,-0.09,0.0,,,0.0,3.552,-3.491,0.0217446,-0.0217446,0.03561819375
2157,Kepler-220 b,b,Kepler-220,4.159807,0.0,87.37,0.81,4.73,759.0,105.001,0.01592,1.626,0.729,4632.0,-0.675938247067752,0.67,6.0,-0.173823,171.109,5.81537,42.5944431,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,291.5060432,46.8956262,78.81162,13.97444,0.05,-0.05,0.0,0.0185,-0.0185,0.0,0.03,-0.03,0.0,4.0,-4.0,0.0,0.637,-0.633,0.0215271,-0.0215271,0.046
2158,Kepler-62 d,d,Kepler-62,18.16406,0.0,89.7,1.95,,510.0,17.21,0.092,2.97,0.69,4925.0,-0.678,0.64,7.0,-0.37,300.874,3.29474,40.0529337,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,Transit,2013,2013-05,0,0,0,0,283.2125621,45.3496992,75.0375,18.69539,0.07,-0.07,0.0,0.02,-0.02,0.0,0.02,-0.02,0.0,4.0,-4.0,0.0,1.219,-1.219,0.0133684,-0.0133684,0.12
2159,KOI-142 b,b,KOI-142,10.91647,0.05561,90.97,3.438,1.29,758.0,68.563,0.1479,3.6496,0.99,5466.0,-0.16507376158505,0.9,1.6,0.27,376.863,2.62461,5.0864493,<a refstr=WEISS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..242W/abstract target=ref>Weiss et al. 2020</a>,Transit,2013,2013-11,0,0,0,0,291.1481028,40.669413,72.93478,11.52808,0.075,-0.075,0.0,0.02,-0.02,0.0,0.02,-0.02,0.0,1.4,-1.4,0.0,2.01,-1.991,0.0139799,-0.0139799,0.09582168834
2160,Kepler-102 f,f,Kepler-102,27.453592,0.1,89.32,0.861,37.0,495.0,10.0,0.01163,3.5353,0.8,4909.0,-0.584357685867856,0.72,1.1,0.11,107.796,9.24784,59.6152716,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,Transit,2014,2014-02,0,0,0,0,281.4824731,47.2078263,76.48359,20.43475,0.022,-0.022,0.0,0.02,-0.02,0.0,0.02,-0.02,0.0,3.6,-0.5,0.0,0.22,-0.219,0.018766,-0.018766,0.1656
2161,Kepler-130 c,c,Kepler-130,27.50868,0.0,89.34,2.9,1.97,683.0,46.011,0.064,5.8554,1.0,5879.0,0.155,1.17,5.89,0.02,316.663,3.12921,31.2420788,<a refstr=WANG_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783....4W/abstract target=ref> Wang et al. 2014 </a>,Transit,2014,2014-03,0,0,0,0,288.4505905,40.2452006,71.64555,13.20337,0.25,-0.25,0.0,0.09,-0.1,0.0,0.1,-0.09,0.0,0.98,-0.9,0.0,2.353,-2.319,0.0231178,-0.0231178,0.178
2162,Kepler-102 d,d,Kepler-102,10.311767,0.092,89.49,1.154,10.7,686.0,36.9,0.02823,3.205,0.8,4909.0,-0.584357685867856,0.72,1.1,0.11,107.796,9.24784,59.6152716,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,Transit,2014,2014-02,0,0,0,0,281.4824731,47.2078263,76.48359,20.43475,0.058,-0.058,0.0,0.02,-0.02,0.0,0.02,-0.02,0.0,3.6,-0.5,0.0,0.22,-0.219,0.018766,-0.018766,0.08618
2163,Kepler-25 c,c,Kepler-25,12.7207,0.0061,92.764,5.217,0.588,934.0,210.172,0.107,2.862,1.17,6354.0,0.421603926869831,1.32,2.75,0.11,243.249,4.08224,6.185693,<a refstr=MILLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..145M/abstract target=ref>Mills et al. 2019</a>,Transit,2011,2012-04,0,0,0,0,286.6383905,39.4879038,70.34971,14.16403,0.07,-0.065,0.0,0.03,-0.03,0.0,0.02,-0.01,0.0,0.3,-0.3,0.0,1.414,-1.397,0.0235791,-0.0235791,0.1116658582
2164,Kepler-1714 b,b,Kepler-1714,10.27530003,0.0,88.49,3.264,1.69,1211.0,522.13,0.02102,6.3195,1.45,6150.0,0.760082152765471,2.09,3.05,0.22,409.46,2.41366,13.0541279,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,Transit,2021,2022-02,0,0,0,0,293.7164655,46.2266878,78.87078,12.31498,,,0.0,0.06,-0.15,0.0,0.1,-0.15,0.0,0.51,-0.51,0.0,4.267,-4.181,0.0250031,-0.0250031,0.1047
2165,Kepler-1925 b,b,Kepler-1925,46.71640015,0.0,89.68,3.002,1.89,531.0,18.74,0.03455,7.353,1.06,5856.0,0.364941590888112,1.09,,0.16,1771.31,0.535578,17.8610989,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,Transit,2021,2022-02,0,0,0,0,289.8287452,45.1026883,76.63047,14.2873,,,0.0,0.07,-0.06,0.0,0.18,-0.1,0.0,,,0.0,81.0,-74.34,0.0245709,-0.0245709,0.2588
2166,Kepler-1842 b,b,Kepler-1842,14.02639961,0.0,88.86,2.354,2.59,822.0,108.07,0.04036,1.2808,1.06,5970.0,-0.0260395615937615,1.13,7.0,0.06,923.551,1.05419,8.4013569,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,Transit,2021,2022-02,0,0,0,0,286.2516039,42.3784353,72.9793,15.57169,,,0.0,0.15,-0.12,0.0,0.34,-0.18,0.0,2.6,-2.6,0.0,19.233,-18.478,0.0219341,-0.0219341,0.116
2167,Kepler-1817 b,b,Kepler-1817,44.29919815,0.0,89.46,2.273,2.71,463.0,10.85,0.07979,4.367,0.88,5316.0,-0.380435777877539,0.92,0.4,0.16,748.569,1.30731,9.3674367,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,Transit,2021,2022-02,0,0,0,0,282.0333419,44.4779955,73.87137,19.1859,,,0.0,0.05,-0.04,0.0,0.07,-0.07,0.0,4.0,-4.0,0.0,12.972,-12.545,0.0225921,-0.0225921,0.2348
2168,MOA-2019-BLG-008L b,b,MOA-2019-BLG-008L,,,,12.2,17.3,,,,,0.9,,,,,,2700.0,,,<a refstr=BACHELET_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...75B/abstract target=ref>Bachelet et al. 2022</a>,Microlensing,2022,2022-09,0,0,0,0,267.982875,-29.9897306,359.80491,-1.72023,,,0.0,0.2,-0.1,0.0,,,,,,,300.0,-300.0,,,
